word,subject,interpretation,example_portuguese_sentence,example_libras_sentence,grammar_class,word_origin,video_link,image_link,hand_image_link
ABSTER,NENHUM,Refrear-se; conter-se; afastar-se do consumo de algum alimento.,Meu tio resolveu abster-se de doces para emagrecer.,TI@ ME@ EMAGRECER DOCE+ ABSTER.,VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/absterSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/absterSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg64.jpg
ABSURDO,NENHUM,Além do aceitável; incrível.,"O governo cobra IPTU alto, que absurdo!",GOVERNO I-P-T-U COBRAR ABSURDOmuito!,ADJETIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/absurdo1Sm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/absurdo1Sm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg58.jpg
ABUSADO,NENHUM,Atrevido; sem respeito aos limites.,"Ele é muito abusado, não tem educação.",EL@ ABUSAD@ EDUCAÇÃO TER-NÃO.,ADJETIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/abusadoSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/abusadoSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg57.jpg
ABUSAR,NENHUM,Aproveitar-se; tirar vantagem.,Ele abusa de você!,EL@ ABUSAR VOCÊ!,VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/abusarSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/abusarSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg63.jpg
ACABAR1,NENHUM,Terminar; concluir; finalizar.,Já acabei o texto e estou aliviado.,TEXTO PREPARAR ACABAR ALIVIAD@<brrrru>.,VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acabar1Sm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/acabar1Sm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg64.jpg
ACABAR2,NENHUM,Chegar ao final; concluir; encerrar.,"A novela acabou e, agora, vou dormir.Tchau!",NOVELA ACABAR IR<vou> DORMIR TCHAU.,VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acabar2Sm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/acabar2Sm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg62.jpg
ACABAR3,NENHUM,Deixar de acontecer; terminar.,"A aula já acabou, pode ir para casa.",AULA ACABAR PODER IR CASA.,VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acabar3Sm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/acabar3Sm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg62.jpg
ACABAR4,NENHUM,Esgotar; não mais existir.,A água acabou. É preciso comprar novamente.,ÁGUAR ACABAR PRECISAR COMPRAR OUTRA-VEZ.,VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acabar4Sm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/acabar4Sm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg53a.jpg
AÇAÍ,FRUTA,"Fruta que vem de uma palmeira. É consumida ao natural e utilizada para fazer doces, sorvetes e sucos.",Eu bebo um copo cheio de suco de açaí. É forte e saudável.,AÇAÍ BEBER-CORPO-INTEIRO FORTE SAÚDE.,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acaiSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/acaiSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg01.jpg
ACALENTAR,NENHUM,"Com a criança nos braços, fazer movimentos suaves para um lado e para outro do corpo, geralmente cantando, para que ela durma.",O bebê estava chorando e eu o acalantei.,BEBÊ CHORARcontinuativo EU ACALENTAR.,VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acalentarSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/acalentarSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg62.jpg
ACALMAR1,NENHUM,"Recuperar ou manter a tranqüilidade, a serenidade.",Eu tomo remédio para me acalmar.,EU TOMAR-REMÉDIO ACALMAR.,VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acalmar1Sm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/acalmar1Sm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg63.jpg
ACALMAR2,NENHUM,Tranqüilizar; fazer com que alguém se acalme.,"É bom você se acalmar, você estudou muito!",VOCÊ BO@ ACALMAR! VOCÊ ESTUDARmuito!,VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acalmar2Sm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/acalmar2Sm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg63.jpg
ACAMPAMENTO,ESPORTE/DIVERSÃO,"Terreno ou clube, onde as casas são trocadas por barracas e geralmente freqüentado por pessoas que buscam contato com a natureza.",Eu vi que na Barra tem muitos lugares bonitos para acampamento.,EU VER JÁ B-A-R-R-A TER ACAMPAMENTO+ BONIT@.,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acampamentoSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/acampamentoSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg37a.jpg
ACAMPAR,NENHUM,"Instalar-se em um acampamento ou em espaços naturais improvisados, usando barracas.","Eu não quero acampar aqui, é perigoso. Melhor outro lugar.",ACAMPAR EU AQUI QUERER-NÃO PERIGOS@ MELHOR OUTR@.,VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acamparSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/acamparSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg37a.jpg
ACANHADO,NENHUM,"Tímido; envergonhado; pessoa recatada, com certa dificuldade ou resistência para se relacionar.",Meu irmão é muito acanhado.,ME@ IRM@ ACANHAD@muito.,ADJETIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acanhadoSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/acanhadoSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg31.jpg
ACARICIAR,NENHUM,Fazer carícias; afagar; acarinhar.,Eu gosto de acariciar o bebê.,EU GOSTAR ACARICIAR BEBÊ.,VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acariciarSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/acariciarSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg53a.jpg
ACASALAR,NENHUM,Ato em que macho e fêmea se juntam para a procriação.,Meu cachorro e a cadela dele vão ficar juntos para acasalar.,CACHORRO ME@ DEL@ JUNT@ AMANHÃ ACASALAR.,VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acasalarSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/acasalarSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg32.jpg
ACATAR,NENHUM,Cumprir; aceitar; respeitar.,Eu acatei o que o professor me aconselhou.,EU ACATAR PROFESSOR@ 3sACONSELHAR1s.,VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acatarSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/acatarSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg53a.jpg
ACAUTELAR,NENHUM,Prevenir; tomar cuidado.,Você recebeu o salário em dinheiro? Acautele-se e esconda-o no sapato.,VOCÊ RECEBER JÁ SÁLARIO DINHEIRO? OLHAR JÁ ESCONDER SAPATO.,VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acautelarSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/acautelarSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg14.jpg
ACEITAR,NENHUM,Atender a um convite; receber uma gentileza.,Hoje meu amigo me convidou para jantar e eu aceitei.,AMIG@ 3sCONVIDAR1s JANTAR HOJE EU ACEITAR.,VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/aceitarSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/aceitarSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg47.jpg
ACELERAR1,NENHUM,"Pressionar o pedal do acelerador de um veículo, aumentando sua velocidade.","Ontem o motorista do ônibus acelerou tanto, que eu quase caí.",ONTEM ÔNIBUS MOTORISTA ACELERAR EU QUASE pessoaCAIR.,VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acelerar1Sm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/acelerar1Sm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg62.jpg
ACELERAR2,NENHUM,Apressar; aumentar o ritmo.,"O chefe não gosta que o trabalho atrase, você precisa trabalhar e acelerar sua produção.","CHEFE GOSTAR-NÃO TRABALHO ATRASAR, VOCÊ PRECISAR PRODUÇÃO ACELERAR TRABALHAR.",VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acelerar2Sm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/acelerar2Sm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg51a.jpg
ACENAR,NENHUM,"Agitar uma ou as duas mãos, em um gesto de cumprimento.","Uma linda mulher passou e acenou, eu fiquei louco.",MULHER LIND@muito ANDAR ACENAR EU LOUC@!,VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acenarSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/acenarSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg64.jpg
ACENDER FAROL,NENHUM,"Acionar, no painel do carro, o botão que regula a ligação dos faróis.","Por favor, não acenda o farol do carro.",FAVOR ACENDER-FAROL CARRO NÃO.,VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acender3Sm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/acender3Sm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg57.jpg
ACENDER ISQUEIRO,NENHUM,Provocar o atrito da pedra que provoca a chama.,Não consigo acender o cigarro com esse isqueiro!,CIGARRO ISQUEIRO-ACENDER CONSEGUIR-NÃO!,VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acender4Sm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/acender4Sm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg07.jpg
ACENDER LUZ,NENHUM,"Fazer a luz iluminar; pressionar ou girar o interruptor instalado na parede, envolto em uma pequena placa de plástico ou material similar.","Por favor, acenda a luz do meu quarto.",POR-FAVOR QUARTO ME@ ACENDER-LUZ.,VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acender2Sm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/acender2Sm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg57.jpg
ACENDER VELA,NENHUM,Pôr fogo; queimar; fazer arder.,Você acendeu a vela com o fósforo?,VOCÊ FÓSFORO ACENDER-VELA JÁ?,VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acender1Sm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/acender1Sm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg57.jpg
ACENTO1,NENHUM,Sinal incorporado à grafia de certas palavras.,Você esqueceu de colocar o acento circunflexo na palavra você.,VOCÊ ESQUECER V-O-C-E ^ NÃO.,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acento1Sm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/acento1Sm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg14.jpg
ACENTO2,NENHUM,"Sinal que dá maior intensidade a uma sílaba, em relação às que estão próximss dela.",Você não colocou acento agudo em vovo,VOCÊ COLOCAR-NÃO V-O-V-O ´.,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acento2Sm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/acento2Sm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg14.jpg
ACERCAR,NENHUM,Aproximar-se; estar mais perto.,"Anteontem, na favela, a polícia acercou-se e prendeu quatro ladrões. Um fugiu.",ANTEONTEM FAVELA POLÍCIA ACERCAR LADRÃO 4 PRENDER 1 FUGIR.,VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acercarSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/acercarSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg47.jpg
ACERTAR1,NENHUM,atingir um alvo ou pessoa.,Uma bala de revólver acertou a cabeça do menino.,MENIN@ PEQUEN@ ACERTAR-TESTA BALA-REVOLVER.,VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acertar1Sm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/acertar1Sm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg14.jpg
ACERTAR2,NENHUM,Fazer de maneira correta; não errar.,Eu acertei tudo na prova de matemática.,MATEMATICA PROVA EU ACERTARdistributivo RESPOSTA+ T-U-D-O.,VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acertar2Sm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/acertar2Sm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg08a.jpg
ACESO,NENHUM,Que acendeu; cheio de claridade.,Deixe a luz permanecer acesa durante toda a madrugada.,LUZ PERMANECER DEIXAR ACES@ MADRUGADA-TOD@ OK!,ADJETIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acesoSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/acesoSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg57.jpg
ACESSO1,NENHUM,Ingresso; alcance; entrada.,Essa sala dá acesso para o computador?,ESS@ SALA COMPUTADOR ACESSO?,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acesso1Sm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/acesso1Sm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg62.jpg
ACESSO2,NENHUM,Ingresso; alcance; entrada.,É proibido o acesso das crianças à reunião.,REUNIÃO PROIBIDO CRIANÇA+ ACESSO.,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acesso2Sm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/acesso2Sm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg62.jpg
ACHAR1,NENHUM,Encontrar por acaso; deparar; descobrir.,Terça-feira passada eu estava procurando um armário e achei um pelo preço de 50 reais.,TERÇA PASSAD@ EU PROCURAR ACHAR ARMÁRIO PREÇO 50.,VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/achar1Sm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/achar1Sm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg14.jpg
ACHAR2,NENHUM,Ter uma opinião; considerar.,"Domingo, dia 16, Vasco e Flamengo vão competir. Eu acho, com certeza, que o Vasco vai ser campeão.",DOMINGO D-I-A 16 VASCO FLAMENGO COMPETIR EU ACHAR CERTEZA VASCO CAMPEÃO.,VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/achar2Sm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/achar2Sm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg35a.jpg
ACIDENTE1,NENHUM,"Acontecimento casual, que pode provocar lesão física.","Ontem, no futebol, a bola que chutei com força bateu, por acidente, no rosto do meu amigo.",ONTEM EU FUTEBOL ACIDENTE BOLA FORTE CHUTAR AMIG@ ME@ BATER-ROSTO.,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acidente1Sm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/acidente1Sm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg40.jpg
ACIDENTE2,HIGIENE/SAÚDE,"Ocorrência como colisão, derrapagem ou capotamento, decorrente de imperícia ou de defeitos técnicos nas máquinas.","Ontem, um colega de trabalho teve acidente de carro.",COLEGA TRABALHO CARRO ACIDENTE ONTEM.,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acidente2Sm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/acidente2Sm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg02.jpg
ACIMA,NENHUM,Em situação ou local mais elevado.,A lâmpada acima da prateleira queimou.,LÂMPADA QUEIMAR PRATELEIRA ACIMA.,ADV.,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acimaSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/acimaSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg53a.jpg
ACLIVE,NENHUM,Ladeira considerada de baixo para cima; subida.,"Se o freio estiver com problema, é perigoso o carro no aclive.","S-I FREIO PROBLEMA, CARRO ACLIVE PERIGOS@.",SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acliveSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/acliveSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg62.jpg
ACNE,HIGIENE/SAÚDE,"Erupção na pele, causada por inflamação das glândulas sebáceas.",Aquele homem tem muita acne no rosto.,HOMEM AQUEL@ MUIT@ ACNE ROSTO.,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acneSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/acneSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg14.jpg
AÇO,MATÉRIA/SUBSTÂNCIA,Metal resistente; liga de ferro e carbono.,"A janela da minha casa é de aço, difícil de quebrar.",CASA ME@ JANELA A-Ç-O^FERRO DIFÍCIL DE QUEBRAR,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/aco2Sm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/aco2Sm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg01.jpg
